p,q,n,h,Epoch,L2 error,L1 error,Linf error,L2 relative,L1 relative,Linf relative,Loss
 4, 3, 2,0.5, 5000,3.935714e-01,2.810885e-01,1.409513e+00,1.138711e+00,1.019138e+00,1.850798e+00,9.386612e-02
 4, 3, 2,0.5,10000,3.824436e-01,2.705608e-01,1.408147e+00,1.106515e+00,9.809678e-01,1.849004e+00,3.408863e-07
 4, 3, 2,0.5, 5000,3.868132e-01,2.837668e-01,1.195903e+00,1.119157e+00,1.028848e+00,1.570312e+00,1.912109e-03
 4, 3, 2,0.5,10000,3.780757e-01,2.777191e-01,1.182549e+00,1.093878e+00,1.006922e+00,1.552777e+00,4.560606e-03
 4, 3, 3,0.3333333333333333, 5000,4.021357e-01,3.085465e-01,1.132852e+00,1.163490e+00,1.118692e+00,1.487522e+00,3.692397e+01
 4, 3, 3,0.3333333333333333,10000,3.842405e-01,2.967275e-01,1.076412e+00,1.111714e+00,1.075840e+00,1.413411e+00,3.686767e+01
 4, 3, 3,0.3333333333333333, 5000,3.781856e-01,2.911217e-01,1.046427e+00,1.094195e+00,1.055515e+00,1.374039e+00,3.687241e+01
 4, 3, 3,0.3333333333333333,10000,3.711293e-01,2.859937e-01,1.036676e+00,1.073780e+00,1.036923e+00,1.361234e+00,3.687564e+01
 4, 3, 3,0.3333333333333333, 5000,3.696816e-01,2.874758e-01,1.133730e+00,1.069591e+00,1.042296e+00,1.488674e+00,3.686623e+01
 4, 3, 3,0.3333333333333333,10000,3.607276e-01,2.778329e-01,1.118842e+00,1.043685e+00,1.007334e+00,1.469125e+00,3.686699e+01
 4, 3, 3,0.3333333333333333, 5000,4.090774e-01,3.070288e-01,1.537159e+00,1.183574e+00,1.113189e+00,2.018407e+00,3.702296e+01
 4, 3, 3,0.3333333333333333,10000,3.891482e-01,2.945423e-01,1.380479e+00,1.125913e+00,1.067917e+00,1.812674e+00,3.693391e+01
 4, 3, 3,0.3333333333333333, 5000,3.824913e-01,2.991203e-01,1.103320e+00,1.106653e+00,1.084515e+00,1.448743e+00,3.686624e+01
 4, 3, 3,0.3333333333333333,10000,3.669442e-01,2.896638e-01,1.106080e+00,1.061671e+00,1.050229e+00,1.452367e+00,3.686745e+01
 4, 3, 3,0.3333333333333333, 5000,3.951769e-01,3.022473e-01,1.179550e+00,1.143356e+00,1.095853e+00,1.548839e+00,3.686623e+01
 4, 3, 3,0.3333333333333333,10000,3.962267e-01,3.078901e-01,1.076156e+00,1.146393e+00,1.116312e+00,1.413075e+00,3.686916e+01
 4, 3, 3,0.3333333333333333, 5000,3.895776e-01,2.939977e-01,1.077650e+00,1.127156e+00,1.065943e+00,1.415036e+00,3.686629e+01
 4, 3, 3,0.3333333333333333,10000,3.866057e-01,2.931647e-01,1.073194e+00,1.118557e+00,1.062922e+00,1.409185e+00,3.687065e+01
 4, 3, 3,0.3333333333333333, 5000,3.856069e-01,2.927409e-01,1.263886e+00,1.115667e+00,1.061386e+00,1.659579e+00,3.686625e+01
 4, 3, 3,0.3333333333333333,10000,3.766279e-01,2.824885e-01,1.232459e+00,1.089689e+00,1.024214e+00,1.618312e+00,3.686926e+01
 4, 3, 3,0.3333333333333333, 5000,3.856738e-01,3.002656e-01,1.244100e+00,1.115861e+00,1.088668e+00,1.633598e+00,3.686917e+01
 4, 3, 3,0.3333333333333333,10000,3.803683e-01,2.947493e-01,1.267750e+00,1.100511e+00,1.068668e+00,1.664652e+00,3.686639e+01
 4, 3, 3,0.3333333333333333, 5000,6.012348e-01,4.254924e-01,2.196136e+00,1.739539e+00,1.542701e+00,2.883694e+00,3.686624e+01
 4, 3, 3,0.3333333333333333,10000,5.318192e-01,3.818540e-01,1.807226e+00,1.538700e+00,1.384482e+00,2.373026e+00,3.686694e+01
 4, 3, 4,0.25, 5000,4.192031e-01,3.106858e-01,1.348091e+00,1.212871e+00,1.126448e+00,1.770146e+00,4.225529e+01
 4, 3, 4,0.25,10000,3.806598e-01,2.873611e-01,1.103549e+00,1.101354e+00,1.041880e+00,1.449044e+00,4.226274e+01
 4, 3, 4,0.25, 5000,3.090144e-01,2.439885e-01,8.502641e-01,8.940641e-01,8.846251e-01,1.116462e+00,4.225772e+01
 4, 3, 4,0.25,10000,3.054573e-01,2.414389e-01,7.986223e-01,8.837725e-01,8.753810e-01,1.048652e+00,4.226447e+01
 4, 3, 4,0.25, 5000,2.844642e-01,2.196782e-01,7.666999e-01,8.230337e-01,7.964837e-01,1.006735e+00,4.225633e+01
 4, 3, 4,0.25,10000,2.834456e-01,2.192219e-01,7.339575e-01,8.200863e-01,7.948292e-01,9.637421e-01,4.225570e+01
 4, 3, 4,0.25, 5000,4.544947e-01,3.376323e-01,1.465624e+00,1.314979e+00,1.224148e+00,1.924475e+00,4.497784e+01
 4, 3, 4,0.25,10000,4.715251e-01,3.526796e-01,1.410911e+00,1.364252e+00,1.278705e+00,1.852633e+00,4.225597e+01
 4, 3, 4,0.25, 5000,3.211354e-01,2.488498e-01,8.593902e-01,9.291335e-01,9.022506e-01,1.128445e+00,4.225624e+01
 4, 3, 4,0.25,10000,3.145481e-01,2.475789e-01,8.365776e-01,9.100747e-01,8.976425e-01,1.098490e+00,4.225784e+01
 4, 3, 4,0.25, 5000,3.045518e-01,2.331613e-01,8.821952e-01,8.811525e-01,8.453690e-01,1.158390e+00,4.225507e+01
 4, 3, 4,0.25,10000,2.974229e-01,2.287668e-01,8.708076e-01,8.605266e-01,8.294360e-01,1.143437e+00,4.225534e+01
 4, 3, 4,0.25, 5000,2.931711e-01,2.306228e-01,8.239316e-01,8.482251e-01,8.361652e-01,1.081885e+00,4.225899e+01
 4, 3, 4,0.25,10000,2.885266e-01,2.272310e-01,8.121820e-01,8.347873e-01,8.238676e-01,1.066457e+00,4.225723e+01
 4, 3, 4,0.25, 5000,3.395873e-01,2.636131e-01,9.855636e-01,9.825199e-01,9.557776e-01,1.294120e+00,4.227276e+01
 4, 3, 4,0.25,10000,3.225229e-01,2.523331e-01,9.312410e-01,9.331480e-01,9.148798e-01,1.222790e+00,4.225734e+01
 4, 3, 4,0.25, 5000,3.292769e-01,2.569173e-01,8.603591e-01,9.526892e-01,9.315006e-01,1.129717e+00,4.225506e+01
 4, 3, 4,0.25,10000,3.050422e-01,2.400992e-01,7.326841e-01,8.825715e-01,8.705238e-01,9.620700e-01,4.226047e+01
 4, 3, 4,0.25, 5000,4.370438e-01,3.372646e-01,1.419744e+00,1.264489e+00,1.222815e+00,1.864232e+00,4.225513e+01
 4, 3, 4,0.25,10000,4.108547e-01,3.202530e-01,1.230330e+00,1.188716e+00,1.161136e+00,1.615517e+00,4.225889e+01
 4, 3, 5,0.2, 5000,3.994751e-01,3.034673e-01,1.186708e+00,1.155792e+00,1.100276e+00,1.558239e+00,1.370501e+01
 4, 3, 5,0.2,10000,3.780992e-01,2.884457e-01,1.125247e+00,1.093945e+00,1.045813e+00,1.477535e+00,1.370330e+01
 4, 3, 5,0.2, 5000,3.445389e-01,2.568451e-01,1.198969e+00,9.968464e-01,9.312389e-01,1.574338e+00,1.370541e+01
 4, 3, 5,0.2,10000,3.352116e-01,2.492612e-01,1.179555e+00,9.698597e-01,9.037422e-01,1.548845e+00,1.372795e+01
 4, 3, 5,0.2, 5000,3.414539e-01,2.555273e-01,1.120805e+00,9.879205e-01,9.264611e-01,1.471702e+00,1.370897e+01
 4, 3, 5,0.2,10000,3.389245e-01,2.548636e-01,1.081958e+00,9.806024e-01,9.240547e-01,1.420694e+00,1.370184e+01
 4, 3, 5,0.2, 5000,3.660678e-01,2.764468e-01,1.429130e+00,1.059135e+00,1.002309e+00,1.876557e+00,1.370218e+01
 4, 3, 5,0.2,10000,3.680637e-01,2.779481e-01,1.418351e+00,1.064910e+00,1.007752e+00,1.862403e+00,1.370083e+01
 4, 3, 5,0.2, 5000,3.801258e-01,2.808515e-01,1.411737e+00,1.099809e+00,1.018279e+00,1.853718e+00,1.370905e+01
 4, 3, 5,0.2,10000,3.863061e-01,2.852920e-01,1.405228e+00,1.117690e+00,1.034379e+00,1.845171e+00,1.370189e+01
 4, 3, 5,0.2, 5000,4.402386e-01,3.249007e-01,1.484763e+00,1.273732e+00,1.177987e+00,1.949607e+00,1.370615e+01
 4, 3, 5,0.2,10000,4.318690e-01,3.178756e-01,1.410627e+00,1.249516e+00,1.152516e+00,1.852261e+00,1.370145e+01
 4, 3, 5,0.2, 5000,3.459278e-01,2.585160e-01,1.221592e+00,1.000865e+00,9.372972e-01,1.604043e+00,1.371210e+01
 4, 3, 5,0.2,10000,3.387898e-01,2.503331e-01,1.223973e+00,9.802127e-01,9.076287e-01,1.607170e+00,1.371491e+01
 4, 3, 5,0.2, 5000,3.446031e-01,2.621714e-01,1.116712e+00,9.970319e-01,9.505505e-01,1.466328e+00,1.370210e+01
 4, 3, 5,0.2,10000,3.447133e-01,2.611855e-01,1.124785e+00,9.973510e-01,9.469761e-01,1.476929e+00,1.370214e+01
 4, 3, 5,0.2, 5000,3.510766e-01,2.639094e-01,1.210527e+00,1.015762e+00,9.568520e-01,1.589514e+00,1.372292e+01
 4, 3, 5,0.2,10000,3.453256e-01,2.602780e-01,1.195150e+00,9.991224e-01,9.436854e-01,1.569323e+00,1.370268e+01
 4, 3, 5,0.2, 5000,4.498229e-01,3.244146e-01,1.505366e+00,1.301462e+00,1.176224e+00,1.976660e+00,1.374350e+01
 4, 3, 5,0.2,10000,3.977627e-01,2.947925e-01,1.272005e+00,1.150837e+00,1.068824e+00,1.670239e+00,1.370289e+01
 4, 3, 6,0.16666666666666666, 5000,3.555194e-01,2.703610e-01,1.207829e+00,1.028616e+00,9.802434e-01,1.585972e+00,9.626687e+00
 4, 3, 6,0.16666666666666666,10000,3.629689e-01,2.691519e-01,1.329336e+00,1.050169e+00,9.758596e-01,1.745519e+00,9.612773e+00
 4, 3, 6,0.16666666666666666, 5000,3.048083e-01,2.322262e-01,8.774409e-01,8.818948e-01,8.419788e-01,1.152147e+00,9.606912e+00
 4, 3, 6,0.16666666666666666,10000,3.034142e-01,2.319572e-01,8.597664e-01,8.778611e-01,8.410034e-01,1.128939e+00,9.604095e+00
 4, 3, 6,0.16666666666666666, 5000,3.279842e-01,2.516812e-01,1.019272e+00,9.489489e-01,9.125164e-01,1.338382e+00,9.605131e+00
 4, 3, 6,0.16666666666666666,10000,3.285341e-01,2.532897e-01,1.014004e+00,9.505400e-01,9.183483e-01,1.331464e+00,9.602816e+00
 4, 3, 6,0.16666666666666666, 5000,3.968747e-01,2.925399e-01,1.263048e+00,1.148268e+00,1.060657e+00,1.658478e+00,9.607732e+00
 4, 3, 6,0.16666666666666666,10000,3.633619e-01,2.719958e-01,1.175185e+00,1.051307e+00,9.861707e-01,1.543108e+00,9.624240e+00
 4, 3, 6,0.16666666666666666, 5000,3.035733e-01,2.329045e-01,9.957277e-01,8.783216e-01,8.444378e-01,1.307466e+00,9.604278e+00
 4, 3, 6,0.16666666666666666,10000,3.041400e-01,2.348335e-01,9.022092e-01,8.799609e-01,8.514318e-01,1.184669e+00,9.663630e+00
 4, 3, 6,0.16666666666666666, 5000,2.962084e-01,2.276748e-01,7.332287e-01,8.570126e-01,8.254768e-01,9.627852e-01,9.607088e+00
 4, 3, 6,0.16666666666666666,10000,3.012080e-01,2.327148e-01,7.306639e-01,8.714781e-01,8.437500e-01,9.594173e-01,9.611174e+00
 4, 3, 6,0.16666666666666666, 5000,3.069206e-01,2.365291e-01,9.036571e-01,8.880062e-01,8.575797e-01,1.186571e+00,9.609353e+00
 4, 3, 6,0.16666666666666666,10000,3.094861e-01,2.393438e-01,8.819303e-01,8.954288e-01,8.677847e-01,1.158042e+00,9.680782e+00
 4, 3, 6,0.16666666666666666, 5000,3.223613e-01,2.454953e-01,1.141885e+00,9.326802e-01,8.900884e-01,1.499382e+00,9.613661e+00
 4, 3, 6,0.16666666666666666,10000,3.184494e-01,2.434941e-01,1.067958e+00,9.213622e-01,8.828326e-01,1.402310e+00,9.615328e+00
 4, 3, 6,0.16666666666666666, 5000,3.253582e-01,2.472384e-01,1.064250e+00,9.413512e-01,8.964081e-01,1.397442e+00,9.609177e+00
 4, 3, 6,0.16666666666666666,10000,3.274624e-01,2.490100e-01,1.066243e+00,9.474393e-01,9.028315e-01,1.400058e+00,9.603542e+00
 4, 3, 6,0.16666666666666666, 5000,4.143834e-01,3.038509e-01,1.197130e+00,1.198926e+00,1.101667e+00,1.571922e+00,1.097501e+01
 4, 3, 6,0.16666666666666666,10000,4.129269e-01,3.028786e-01,1.161569e+00,1.194712e+00,1.098142e+00,1.525228e+00,9.611853e+00
 4, 3, 7,0.14285714285714285, 5000,3.045912e-01,2.336794e-01,9.027527e-01,8.812666e-01,8.472474e-01,1.185383e+00,7.106076e+00
 4, 3, 7,0.14285714285714285,10000,3.026061e-01,2.333915e-01,8.378131e-01,8.755232e-01,8.462036e-01,1.100112e+00,7.103390e+00
 4, 3, 7,0.14285714285714285, 5000,3.006897e-01,2.349231e-01,7.176936e-01,8.699784e-01,8.517569e-01,9.423864e-01,7.104157e+00
 4, 3, 7,0.14285714285714285,10000,2.840244e-01,2.195462e-01,8.524337e-01,8.217611e-01,7.960049e-01,1.119310e+00,2.556835e+01
 4, 3, 7,0.14285714285714285, 5000,3.053867e-01,2.377383e-01,7.517031e-01,8.835682e-01,8.619638e-01,9.870435e-01,7.105557e+00
 4, 3, 7,0.14285714285714285,10000,3.071827e-01,2.393217e-01,7.597126e-01,8.887643e-01,8.677047e-01,9.975605e-01,7.101566e+00
 4, 3, 7,0.14285714285714285, 5000,3.081285e-01,2.396303e-01,7.271630e-01,8.915008e-01,8.688236e-01,9.548205e-01,7.102668e+00
 4, 3, 7,0.14285714285714285,10000,3.085441e-01,2.397075e-01,7.372210e-01,8.927033e-01,8.691034e-01,9.680273e-01,7.104602e+00
 4, 3, 7,0.14285714285714285, 5000,3.028923e-01,2.328690e-01,7.887836e-01,8.763513e-01,8.443091e-01,1.035733e+00,7.103308e+00
 4, 3, 7,0.14285714285714285,10000,4.129898e-01,3.153312e-01,1.332404e+00,1.194894e+00,1.143291e+00,1.749548e+00,7.162512e+00
 4, 3, 7,0.14285714285714285, 5000,3.037603e-01,2.360568e-01,7.229589e-01,8.788626e-01,8.558674e-01,9.493002e-01,7.111752e+00
 4, 3, 7,0.14285714285714285,10000,3.342261e-01,2.556206e-01,1.158293e+00,9.670084e-01,9.267994e-01,1.520927e+00,1.050251e+01
 4, 3, 7,0.14285714285714285, 5000,3.054301e-01,2.365604e-01,7.196411e-01,8.836937e-01,8.576933e-01,9.449435e-01,7.107044e+00
 4, 3, 7,0.14285714285714285,10000,3.075596e-01,2.385176e-01,7.207243e-01,8.898550e-01,8.647892e-01,9.463660e-01,7.107382e+00
 4, 3, 7,0.14285714285714285, 5000,3.037036e-01,2.347974e-01,7.205487e-01,8.786985e-01,8.513011e-01,9.461353e-01,7.105799e+00
 4, 3, 7,0.14285714285714285,10000,3.066008e-01,2.371815e-01,7.197829e-01,8.870810e-01,8.599449e-01,9.451298e-01,7.108308e+00
 4, 3, 7,0.14285714285714285, 5000,3.707010e-01,2.797583e-01,1.192918e+00,1.072540e+00,1.014315e+00,1.566393e+00,7.111814e+00
 4, 3, 7,0.14285714285714285,10000,3.782364e-01,2.863508e-01,1.166711e+00,1.094342e+00,1.038217e+00,1.531980e+00,7.111378e+00
 4, 3, 7,0.14285714285714285, 5000,3.103761e-01,2.402908e-01,7.892639e-01,8.980037e-01,8.712182e-01,1.036364e+00,7.109042e+00
 4, 3, 7,0.14285714285714285,10000,3.111765e-01,2.413401e-01,7.790362e-01,9.003196e-01,8.750229e-01,1.022934e+00,7.103517e+00
 4, 3, 8,0.125, 5000,3.130420e-01,2.451182e-01,7.646176e-01,9.057171e-01,8.887208e-01,1.004001e+00,5.499992e+00
 4, 3, 8,0.125,10000,3.137926e-01,2.455747e-01,7.573572e-01,9.078889e-01,8.903760e-01,9.944677e-01,5.460752e+00
 4, 3, 8,0.125, 5000,3.087417e-01,2.401164e-01,7.527623e-01,8.932752e-01,8.705861e-01,9.884343e-01,5.470572e+00
 4, 3, 8,0.125,10000,3.110904e-01,2.421417e-01,7.367878e-01,9.000704e-01,8.779290e-01,9.674585e-01,5.470559e+00
 4, 3, 8,0.125, 5000,3.090291e-01,2.404403e-01,7.456866e-01,8.941065e-01,8.717603e-01,9.791434e-01,5.466925e+00
 4, 3, 8,0.125,10000,3.331692e-01,2.601207e-01,9.967091e-01,9.639507e-01,9.431152e-01,1.308755e+00,5.472216e+00
 4, 3, 8,0.125, 5000,3.097586e-01,2.417298e-01,7.518917e-01,8.962173e-01,8.764355e-01,9.872911e-01,5.517669e+00
 4, 3, 8,0.125,10000,3.112141e-01,2.429074e-01,7.313362e-01,9.004283e-01,8.807053e-01,9.603002e-01,5.467663e+00
 4, 3, 8,0.125, 5000,3.098751e-01,2.417290e-01,7.374942e-01,8.965542e-01,8.764328e-01,9.683861e-01,5.476527e+00
 4, 3, 8,0.125,10000,3.113077e-01,2.427072e-01,7.394688e-01,9.006993e-01,8.799795e-01,9.709789e-01,5.460021e+00
 4, 3, 8,0.125, 5000,3.009332e-01,2.344044e-01,7.788738e-01,8.706831e-01,8.498760e-01,1.022721e+00,5.486809e+00
 4, 3, 8,0.125,10000,3.044737e-01,2.372016e-01,7.317908e-01,8.809267e-01,8.600180e-01,9.608970e-01,5.477030e+00
 4, 3, 8,0.125, 5000,3.199287e-01,2.494225e-01,8.329432e-01,9.256421e-01,9.043270e-01,1.093718e+00,5.485377e+00
 4, 3, 8,0.125,10000,3.184535e-01,2.482307e-01,8.191326e-01,9.213741e-01,9.000058e-01,1.075583e+00,5.461201e+00
 4, 3, 8,0.125, 5000,3.116679e-01,2.435409e-01,7.250165e-01,9.017414e-01,8.830023e-01,9.520019e-01,5.476298e+00
 4, 3, 8,0.125,10000,2.827297e-01,2.219648e-01,7.370863e-01,8.180152e-01,8.047740e-01,9.678504e-01,2.919766e+01
 4, 3, 8,0.125, 5000,3.110838e-01,2.424758e-01,7.538315e-01,9.000516e-01,8.791404e-01,9.898382e-01,5.506972e+00
 4, 3, 8,0.125,10000,3.496947e-01,2.728052e-01,1.124868e+00,1.011763e+00,9.891054e-01,1.477038e+00,1.352072e+01
 4, 3, 8,0.125, 5000,3.086420e-01,2.391950e-01,7.193118e-01,8.929865e-01,8.672452e-01,9.445112e-01,5.462428e+00
 4, 3, 8,0.125,10000,3.102275e-01,2.408081e-01,7.222766e-01,8.975740e-01,8.730941e-01,9.484041e-01,5.461911e+00
 4, 3, 9,0.1111111111111111, 5000,3.099556e-01,2.421752e-01,7.395744e-01,8.967874e-01,8.780505e-01,9.711175e-01,4.967169e+00
 4, 3, 9,0.1111111111111111,10000,3.080001e-01,2.406590e-01,7.405772e-01,8.911295e-01,8.725534e-01,9.724343e-01,4.704454e+00
 4, 3, 9,0.1111111111111111, 5000,3.127942e-01,2.437492e-01,7.351246e-01,9.050002e-01,8.837574e-01,9.652746e-01,4.354766e+00
 4, 3, 9,0.1111111111111111,10000,3.142829e-01,2.450178e-01,7.471150e-01,9.093072e-01,8.883569e-01,9.810189e-01,4.332166e+00
 4, 3, 9,0.1111111111111111, 5000,3.054046e-01,2.391314e-01,8.593093e-01,8.836201e-01,8.670147e-01,1.128339e+00,1.167555e+01
 4, 3, 9,0.1111111111111111,10000,3.163946e-01,2.477851e-01,7.372523e-01,9.154171e-01,8.983902e-01,9.680685e-01,4.333245e+00
 4, 3, 9,0.1111111111111111, 5000,3.118722e-01,2.428399e-01,7.276141e-01,9.023324e-01,8.804604e-01,9.554127e-01,4.352198e+00
 4, 3, 9,0.1111111111111111,10000,3.134418e-01,2.442963e-01,7.368205e-01,9.068737e-01,8.857410e-01,9.675014e-01,4.332089e+00
 4, 3, 9,0.1111111111111111, 5000,3.126478e-01,2.434453e-01,7.290609e-01,9.045766e-01,8.826556e-01,9.573125e-01,4.375974e+00
 4, 3, 9,0.1111111111111111,10000,3.147600e-01,2.452599e-01,7.377654e-01,9.106877e-01,8.892348e-01,9.687422e-01,4.332070e+00
 4, 3, 9,0.1111111111111111, 5000,3.113833e-01,2.419870e-01,7.470426e-01,9.009180e-01,8.773681e-01,9.809239e-01,4.356446e+00
 4, 3, 9,0.1111111111111111,10000,2.801983e-01,2.188437e-01,7.486506e-01,8.106911e-01,7.934581e-01,9.830353e-01,3.243488e+01
 4, 3, 9,0.1111111111111111, 5000,3.104364e-01,2.411228e-01,7.222894e-01,8.981784e-01,8.742348e-01,9.484211e-01,4.338145e+00
 4, 3, 9,0.1111111111111111,10000,2.811637e-01,2.208494e-01,7.198333e-01,8.134842e-01,8.007298e-01,9.451960e-01,2.902325e+01
 4, 3, 9,0.1111111111111111, 5000,3.134066e-01,2.447566e-01,7.341486e-01,9.067719e-01,8.874098e-01,9.639930e-01,4.362589e+00
 4, 3, 9,0.1111111111111111,10000,3.145012e-01,2.465190e-01,7.371936e-01,9.099388e-01,8.937999e-01,9.679914e-01,4.444766e+00
 4, 3, 9,0.1111111111111111, 5000,3.103165e-01,2.411836e-01,7.273841e-01,8.978314e-01,8.744555e-01,9.551107e-01,4.364498e+00
 4, 3, 9,0.1111111111111111,10000,3.122339e-01,2.429437e-01,7.266958e-01,9.033790e-01,8.808367e-01,9.542069e-01,4.336868e+00
 4, 3, 9,0.1111111111111111, 5000,3.129466e-01,2.439402e-01,7.373045e-01,9.054409e-01,8.844499e-01,9.681369e-01,4.340033e+00
 4, 3, 9,0.1111111111111111,10000,3.149698e-01,2.463372e-01,7.322031e-01,9.112948e-01,8.931406e-01,9.614384e-01,4.368174e+00
 4, 3,10,0.1, 5000,3.140784e-01,2.450155e-01,7.306517e-01,9.087158e-01,8.883486e-01,9.594014e-01,3.531833e+00
 4, 3,10,0.1,10000,3.122420e-01,2.450793e-01,7.693670e-01,9.034025e-01,8.885800e-01,1.010237e+00,4.743834e+00
 4, 3,10,0.1, 5000,3.138069e-01,2.452410e-01,7.658509e-01,9.079301e-01,8.891661e-01,1.005621e+00,3.726263e+00
 4, 3,10,0.1,10000,3.158792e-01,2.462185e-01,7.601791e-01,9.139258e-01,8.927103e-01,9.981731e-01,3.526792e+00
 4, 3,10,0.1, 5000,3.145057e-01,2.455628e-01,7.380447e-01,9.099520e-01,8.903329e-01,9.691089e-01,3.586396e+00
 4, 3,10,0.1,10000,3.120994e-01,2.446423e-01,7.301712e-01,9.029897e-01,8.869954e-01,9.587705e-01,3.868023e+00
