p,q,n,h,Epoch,L2 error,L1 error,Linf error,L2 relative,L1 relative,Linf relative,Loss
 2, 3,28,0.03571428571428571,10000,4.099842e-03,3.233135e-03,1.029999e-02,1.186198e-02,1.172232e-02,1.352468e-02,2.829110e-02
 2, 3,28,0.03571428571428571, 5000,3.974122e-03,3.133328e-03,9.617603e-03,1.149823e-02,1.136045e-02,1.262865e-02,2.856161e-02
 2, 3,28,0.03571428571428571,10000,4.642439e-03,3.752876e-03,1.192531e-02,1.343186e-02,1.360674e-02,1.565884e-02,2.778325e-02
 2, 3,28,0.03571428571428571, 5000,3.929119e-03,3.095529e-03,9.185482e-03,1.136803e-02,1.122341e-02,1.206124e-02,2.841396e-02
 2, 3,28,0.03571428571428571,10000,4.073273e-03,3.266140e-03,9.359083e-03,1.178511e-02,1.184199e-02,1.228919e-02,2.728816e-02
 2, 3,28,0.03571428571428571, 5000,4.068974e-03,3.242951e-03,9.820012e-03,1.177267e-02,1.175791e-02,1.289442e-02,2.868939e-02
 2, 3,28,0.03571428571428571,10000,4.303177e-03,3.409247e-03,1.184239e-02,1.245028e-02,1.236085e-02,1.554996e-02,2.727509e-02
 2, 3,28,0.03571428571428571, 5000,3.947218e-03,3.113559e-03,9.700405e-03,1.142039e-02,1.128878e-02,1.273737e-02,2.854929e-02
 2, 3,28,0.03571428571428571,10000,6.575712e-03,5.215251e-03,1.524566e-02,1.902535e-02,1.890885e-02,2.001872e-02,2.759180e-02
 2, 3,28,0.03571428571428571, 5000,8.101654e-03,6.154273e-03,1.997206e-02,2.344032e-02,2.231344e-02,2.622484e-02,2.804630e-02
 2, 3,28,0.03571428571428571,10000,4.135663e-03,3.271566e-03,9.852055e-03,1.196562e-02,1.186166e-02,1.293650e-02,2.695076e-02
 2, 3,28,0.03571428571428571, 5000,6.361569e-03,5.046372e-03,1.493572e-02,1.840578e-02,1.829655e-02,1.961174e-02,2.783501e-02
 2, 3,28,0.03571428571428571,10000,3.928483e-03,3.181629e-03,8.966919e-03,1.136619e-02,1.153558e-02,1.177425e-02,2.526996e-02
 2, 3,29,0.034482758620689655, 5000,1.223757e-02,8.869250e-03,3.042551e-02,3.540666e-02,3.215709e-02,3.995101e-02,2.469229e-02
 2, 3,29,0.034482758620689655,10000,3.731514e-03,2.931795e-03,9.156064e-03,1.079630e-02,1.062976e-02,1.202261e-02,2.451056e-02
 2, 3,29,0.034482758620689655, 5000,4.031551e-03,3.194968e-03,1.018952e-02,1.166439e-02,1.158394e-02,1.337961e-02,2.506428e-02
 2, 3,29,0.034482758620689655,10000,4.016184e-03,3.204430e-03,1.148249e-02,1.161993e-02,1.161825e-02,1.507738e-02,2.470369e-02
 2, 3,29,0.034482758620689655, 5000,3.747524e-03,2.964666e-03,9.315717e-03,1.084262e-02,1.074894e-02,1.223225e-02,2.446390e-02
 2, 3,29,0.034482758620689655,10000,3.965464e-03,3.112463e-03,1.055790e-02,1.147318e-02,1.128480e-02,1.386332e-02,2.387495e-02
 2, 3,29,0.034482758620689655, 5000,7.742601e-03,6.049087e-03,1.766853e-02,2.240149e-02,2.193207e-02,2.320013e-02,2.468315e-02
 2, 3,29,0.034482758620689655,10000,3.887128e-03,3.100745e-03,9.233212e-03,1.124653e-02,1.124232e-02,1.212391e-02,2.495207e-02
 2, 3,29,0.034482758620689655, 5000,6.100265e-03,4.644890e-03,1.880929e-02,1.764975e-02,1.684090e-02,2.469803e-02,2.564242e-02
 2, 3,29,0.034482758620689655,10000,3.682743e-03,2.971302e-03,8.378974e-03,1.065519e-02,1.077300e-02,1.100223e-02,2.385416e-02
 2, 3,29,0.034482758620689655, 5000,4.440655e-03,3.474112e-03,1.215522e-02,1.284804e-02,1.259603e-02,1.596073e-02,2.419034e-02
 2, 3,29,0.034482758620689655,10000,3.813995e-03,3.003625e-03,9.307723e-03,1.103494e-02,1.089019e-02,1.222175e-02,2.473690e-02
 2, 3,29,0.034482758620689655, 5000,3.933510e-03,3.140267e-03,8.793616e-03,1.138073e-02,1.138561e-02,1.154669e-02,2.476652e-02
 2, 3,29,0.034482758620689655,10000,3.665054e-03,2.841583e-03,8.845393e-03,1.060401e-02,1.030268e-02,1.161467e-02,2.459604e-02
 2, 3,29,0.034482758620689655, 5000,5.845360e-03,4.528929e-03,1.490094e-02,1.691224e-02,1.642046e-02,1.956608e-02,2.444295e-02
 2, 3,29,0.034482758620689655,10000,4.708068e-03,3.717406e-03,1.280194e-02,1.362174e-02,1.347814e-02,1.680992e-02,2.188644e-02
 2, 3,29,0.034482758620689655, 5000,4.034042e-03,3.206552e-03,9.153383e-03,1.167160e-02,1.162594e-02,1.201909e-02,2.664622e-02
 2, 3,29,0.034482758620689655,10000,4.045101e-03,3.211341e-03,9.528047e-03,1.170360e-02,1.164331e-02,1.251105e-02,2.482962e-02
 2, 3,29,0.034482758620689655, 5000,4.168980e-03,3.300210e-03,1.120260e-02,1.206201e-02,1.196551e-02,1.470986e-02,2.455120e-02
 2, 3,29,0.034482758620689655,10000,3.764888e-03,2.985780e-03,1.021126e-02,1.089286e-02,1.082549e-02,1.340817e-02,2.198769e-02
 2, 3,30,0.03333333333333333, 5000,6.677885e-03,5.144780e-03,1.673891e-02,1.932097e-02,1.865334e-02,2.197947e-02,2.179176e-02
 2, 3,30,0.03333333333333333,10000,3.523986e-03,2.767751e-03,9.031723e-03,1.019586e-02,1.003499e-02,1.185934e-02,2.137935e-02
 2, 3,30,0.03333333333333333, 5000,3.690751e-03,2.925556e-03,8.645224e-03,1.067836e-02,1.060714e-02,1.135184e-02,2.163890e-02
 2, 3,30,0.03333333333333333,10000,4.752614e-03,3.837798e-03,1.201149e-02,1.375062e-02,1.391464e-02,1.577200e-02,2.111149e-02
 2, 3,30,0.03333333333333333, 5000,3.701418e-03,3.028615e-03,8.877860e-03,1.070922e-02,1.098080e-02,1.165731e-02,2.102889e-02
 2, 3,30,0.03333333333333333,10000,3.638991e-03,2.921839e-03,8.944503e-03,1.052861e-02,1.059366e-02,1.174481e-02,2.136486e-02
 2, 3,30,0.03333333333333333, 5000,3.935421e-03,3.139966e-03,9.799918e-03,1.138626e-02,1.138452e-02,1.286804e-02,2.225928e-02
 2, 3,30,0.03333333333333333,10000,3.837932e-03,3.075608e-03,9.466241e-03,1.110420e-02,1.115118e-02,1.242990e-02,2.090557e-02
 2, 3,30,0.03333333333333333, 5000,3.491609e-03,2.806949e-03,8.011620e-03,1.010219e-02,1.017711e-02,1.051987e-02,2.098759e-02
 2, 3,30,0.03333333333333333,10000,3.540952e-03,2.841884e-03,8.511575e-03,1.024495e-02,1.030377e-02,1.117635e-02,2.068813e-02
 2, 3,30,0.03333333333333333, 5000,3.789061e-03,3.064164e-03,9.416541e-03,1.096280e-02,1.110969e-02,1.236464e-02,2.169712e-02
 2, 3,30,0.03333333333333333,10000,3.560094e-03,2.890734e-03,8.260507e-03,1.030034e-02,1.048089e-02,1.084667e-02,2.127934e-02
 2, 3,30,0.03333333333333333, 5000,4.150494e-03,3.267158e-03,1.123476e-02,1.200853e-02,1.184568e-02,1.475209e-02,2.156727e-02
 2, 3,30,0.03333333333333333,10000,4.063717e-03,3.233555e-03,1.118336e-02,1.175746e-02,1.172385e-02,1.468460e-02,2.134801e-02
 2, 3,30,0.03333333333333333, 5000,3.901279e-03,3.141471e-03,8.319388e-03,1.128748e-02,1.138998e-02,1.092399e-02,2.173965e-02
 2, 3,30,0.03333333333333333,10000,3.633522e-03,2.908437e-03,9.301325e-03,1.051278e-02,1.054507e-02,1.221335e-02,2.144843e-02
 2, 3,30,0.03333333333333333, 5000,4.455146e-03,3.555089e-03,1.055432e-02,1.288997e-02,1.288963e-02,1.385863e-02,2.188363e-02
 2, 3,30,0.03333333333333333,10000,6.722839e-03,5.103500e-03,1.625927e-02,1.945103e-02,1.850367e-02,2.134966e-02,2.070273e-02
 2, 3,30,0.03333333333333333, 5000,3.506503e-03,2.745230e-03,8.352912e-03,1.014528e-02,9.953335e-03,1.096801e-02,2.181869e-02
 2, 3,30,0.03333333333333333,10000,4.360330e-03,3.462337e-03,1.178622e-02,1.261564e-02,1.255334e-02,1.547620e-02,2.079046e-02
 2, 3,31,0.03225806451612903, 5000,4.386249e-03,3.503144e-03,1.160716e-02,1.269063e-02,1.270129e-02,1.524108e-02,1.859947e-02
 2, 3,31,0.03225806451612903,10000,3.287142e-03,2.595188e-03,8.318322e-03,9.510611e-03,9.409328e-03,1.092259e-02,1.888959e-02
 2, 3,31,0.03225806451612903, 5000,3.403281e-03,2.707909e-03,8.676474e-03,9.846631e-03,9.818019e-03,1.139287e-02,1.900726e-02
 2, 3,31,0.03225806451612903,10000,3.238344e-03,2.562689e-03,8.015829e-03,9.369423e-03,9.291500e-03,1.052539e-02,1.888883e-02
 2, 3,31,0.03225806451612903, 5000,3.669371e-03,2.943532e-03,8.889660e-03,1.061651e-02,1.067231e-02,1.167280e-02,1.837903e-02
 2, 3,31,0.03225806451612903,10000,3.268491e-03,2.586128e-03,8.323832e-03,9.456647e-03,9.376480e-03,1.092983e-02,1.895786e-02
 2, 3,31,0.03225806451612903, 5000,3.295965e-03,2.623766e-03,8.212855e-03,9.536137e-03,9.512944e-03,1.078410e-02,1.874706e-02
 2, 3,31,0.03225806451612903,10000,3.250965e-03,2.560715e-03,8.070450e-03,9.405941e-03,9.284341e-03,1.059712e-02,1.885089e-02
 2, 3,31,0.03225806451612903, 5000,3.624924e-03,2.853796e-03,9.867166e-03,1.048791e-02,1.034696e-02,1.295634e-02,1.896707e-02
 2, 3,31,0.03225806451612903,10000,3.589982e-03,2.812345e-03,8.760216e-03,1.038681e-02,1.019667e-02,1.150283e-02,1.884903e-02
 2, 3,31,0.03225806451612903, 5000,3.571990e-03,2.817219e-03,8.237939e-03,1.033475e-02,1.021434e-02,1.081704e-02,1.910041e-02
 2, 3,31,0.03225806451612903,10000,1.207216e-02,9.691392e-03,2.369051e-02,3.492810e-02,3.513792e-02,3.110745e-02,1.905495e-02
 2, 3,31,0.03225806451612903, 5000,3.793828e-03,3.027613e-03,9.515956e-03,1.097659e-02,1.097716e-02,1.249518e-02,1.885793e-02
 2, 3,31,0.03225806451612903,10000,3.237080e-03,2.522457e-03,8.946743e-03,9.365768e-03,9.145631e-03,1.174775e-02,1.836776e-02
 2, 3,31,0.03225806451612903, 5000,3.581523e-03,2.853461e-03,8.435059e-03,1.036234e-02,1.034575e-02,1.107588e-02,1.920632e-02
 2, 3,31,0.03225806451612903,10000,3.317502e-03,2.627358e-03,7.976607e-03,9.598449e-03,9.525970e-03,1.047389e-02,1.843561e-02
 2, 3,31,0.03225806451612903, 5000,3.374934e-03,2.703879e-03,7.399666e-03,9.764617e-03,9.803408e-03,9.716325e-03,1.895114e-02
 2, 3,31,0.03225806451612903,10000,3.263809e-03,2.566409e-03,8.045218e-03,9.443100e-03,9.304984e-03,1.056398e-02,1.899315e-02
 2, 3,31,0.03225806451612903, 5000,3.291092e-03,2.600229e-03,8.201704e-03,9.522038e-03,9.427608e-03,1.076946e-02,1.905822e-02
 2, 3,31,0.03225806451612903,10000,3.331290e-03,2.677140e-03,7.914052e-03,9.638342e-03,9.706463e-03,1.039175e-02,1.861195e-02
 2, 3,32,0.03125, 5000,3.037494e-03,2.358500e-03,7.459883e-03,8.788309e-03,8.551175e-03,9.795394e-03,1.690321e-02
 2, 3,32,0.03125,10000,3.246842e-03,2.571250e-03,8.183207e-03,9.394011e-03,9.322539e-03,1.074517e-02,1.534696e-02
 2, 3,32,0.03125, 5000,3.151422e-03,2.526687e-03,7.678669e-03,9.117934e-03,9.160965e-03,1.008268e-02,1.662000e-02
 2, 3,32,0.03125,10000,3.182441e-03,2.529472e-03,8.002664e-03,9.207681e-03,9.171063e-03,1.050811e-02,1.631858e-02
 2, 3,32,0.03125, 5000,5.007173e-03,3.974432e-03,1.172349e-02,1.448714e-02,1.441003e-02,1.539383e-02,1.667031e-02
 2, 3,32,0.03125,10000,4.616469e-03,3.626068e-03,1.063281e-02,1.335672e-02,1.314698e-02,1.396169e-02,1.704099e-02
 2, 3,32,0.03125, 5000,3.362716e-03,2.677114e-03,8.401504e-03,9.729265e-03,9.706366e-03,1.103182e-02,1.665401e-02
 2, 3,32,0.03125,10000,3.110747e-03,2.500351e-03,7.723512e-03,9.000251e-03,9.065481e-03,1.014156e-02,1.621554e-02
 2, 3,32,0.03125, 5000,3.138351e-03,2.488349e-03,6.890285e-03,9.080117e-03,9.021966e-03,9.047469e-03,1.681810e-02
 2, 3,32,0.03125,10000,3.957752e-03,3.070910e-03,1.155355e-02,1.145087e-02,1.113415e-02,1.517069e-02,1.662609e-02
 2, 3,32,0.03125, 5000,9.283780e-03,7.304072e-03,2.066896e-02,2.686054e-02,2.648225e-02,2.713992e-02,1.680299e-02
 2, 3,32,0.03125,10000,3.179839e-03,2.534255e-03,7.463471e-03,9.200153e-03,9.188407e-03,9.800107e-03,1.659710e-02
 2, 3,32,0.03125, 5000,3.169039e-03,2.554853e-03,7.024836e-03,9.168905e-03,9.263087e-03,9.224145e-03,1.672448e-02
 2, 3,32,0.03125,10000,3.249945e-03,2.567219e-03,8.421681e-03,9.402990e-03,9.307921e-03,1.105831e-02,1.660610e-02
 2, 3,32,0.03125, 5000,6.800669e-03,5.034439e-03,1.705830e-02,1.967621e-02,1.825328e-02,2.239885e-02,1.684265e-02
 2, 3,32,0.03125,10000,3.774458e-03,2.970673e-03,1.120704e-02,1.092055e-02,1.077072e-02,1.471570e-02,1.748289e-02
 2, 3,32,0.03125, 5000,8.027790e-03,5.898178e-03,2.071084e-02,2.322662e-02,2.138493e-02,2.719491e-02,1.658604e-02
 2, 3,32,0.03125,10000,4.060675e-03,3.165924e-03,1.148275e-02,1.174865e-02,1.147864e-02,1.507772e-02,1.630190e-02
 2, 3,32,0.03125, 5000,3.725920e-03,2.953647e-03,1.047477e-02,1.078012e-02,1.070899e-02,1.375417e-02,1.693825e-02
 2, 3,32,0.03125,10000,7.152300e-03,5.615160e-03,1.639684e-02,2.069358e-02,2.035879e-02,2.153030e-02,1.688328e-02
 2, 4, 1,1.0, 5000,5.635521e-01,4.412630e-01,1.506111e+00,1.630512e+00,1.599880e+00,1.977639e+00,1.648190e-05
 2, 4, 1,1.0,10000,4.889081e-01,3.715307e-01,1.366501e+00,1.414546e+00,1.347053e+00,1.794320e+00,1.812794e-07
 2, 4, 1,1.0, 5000,5.391177e-01,4.366275e-01,1.311782e+00,1.559817e+00,1.583073e+00,1.722470e+00,2.258500e-08
 2, 4, 1,1.0,10000,5.232034e-01,4.162422e-01,1.518656e+00,1.513772e+00,1.509162e+00,1.994111e+00,7.859674e-06
 2, 4, 1,1.0, 5000,5.131233e-01,4.077445e-01,1.548776e+00,1.484608e+00,1.478352e+00,2.033660e+00,5.465694e-08
 2, 4, 1,1.0,10000,5.181572e-01,3.980586e-01,1.795251e+00,1.499172e+00,1.443234e+00,2.357301e+00,3.670501e-02
 2, 4, 1,1.0, 5000,5.025041e-01,3.963859e-01,1.230567e+00,1.453883e+00,1.437170e+00,1.615829e+00,1.803049e-05
 2, 4, 1,1.0,10000,4.661834e-01,3.571558e-01,1.198771e+00,1.348797e+00,1.294934e+00,1.574078e+00,5.059476e-09
 2, 4, 1,1.0, 5000,4.964772e-01,3.805985e-01,1.276745e+00,1.436446e+00,1.379929e+00,1.676463e+00,3.150746e-06
 2, 4, 1,1.0,10000,4.887721e-01,3.561456e-01,1.379255e+00,1.414153e+00,1.291271e+00,1.811067e+00,3.605805e-03
 2, 4, 1,1.0, 5000,5.151302e-01,3.868735e-01,1.562516e+00,1.490414e+00,1.402681e+00,2.051702e+00,7.823885e-08
 2, 4, 1,1.0,10000,5.208511e-01,3.741866e-01,1.644874e+00,1.506966e+00,1.356682e+00,2.159845e+00,5.769607e-12
 2, 4, 1,1.0, 5000,5.078200e-01,3.927944e-01,1.238691e+00,1.469264e+00,1.424148e+00,1.626496e+00,7.012810e-07
 2, 4, 1,1.0,10000,4.664472e-01,3.482068e-01,1.154322e+00,1.349561e+00,1.262487e+00,1.515713e+00,1.938952e-04
 2, 4, 1,1.0, 5000,5.651336e-01,4.469607e-01,1.551421e+00,1.635088e+00,1.620538e+00,2.037134e+00,4.101040e-10
 2, 4, 1,1.0,10000,5.374742e-01,4.097472e-01,1.613804e+00,1.555061e+00,1.485614e+00,2.119047e+00,7.768564e-03
 2, 4, 1,1.0, 5000,5.238462e-01,4.193686e-01,1.249227e+00,1.515632e+00,1.520498e+00,1.640331e+00,3.020710e-07
 2, 4, 1,1.0,10000,4.807628e-01,3.733592e-01,1.164941e+00,1.390980e+00,1.353682e+00,1.529657e+00,9.867261e-04
 2, 4, 1,1.0, 5000,5.524231e-01,4.391270e-01,1.336817e+00,1.598313e+00,1.592135e+00,1.755342e+00,2.480160e-05
 2, 4, 1,1.0,10000,5.141185e-01,3.942393e-01,1.289973e+00,1.487487e+00,1.429387e+00,1.693833e+00,2.479563e-10
 2, 4, 2,0.5, 5000,1.994516e+00,1.397123e+00,5.677240e+00,5.770686e+00,5.065526e+00,7.454649e+00,3.303969e-03
 2, 4, 2,0.5,10000,1.771160e+00,1.240221e+00,5.014338e+00,5.124456e+00,4.496649e+00,6.584208e+00,2.337557e-05
 2, 4, 2,0.5, 5000,1.928590e+00,1.365463e+00,5.095834e+00,5.579944e+00,4.950736e+00,6.691219e+00,1.400437e-03
 2, 4, 2,0.5,10000,1.875144e+00,1.330810e+00,4.917968e+00,5.425311e+00,4.825095e+00,6.457667e+00,1.757642e-03
 2, 4, 2,0.5, 5000,1.929924e+00,1.343634e+00,5.370914e+00,5.583803e+00,4.871590e+00,7.052420e+00,2.051353e-04
 2, 4, 2,0.5,10000,1.836927e+00,1.281332e+00,5.043197e+00,5.314738e+00,4.645705e+00,6.622101e+00,1.725823e-06
 2, 4, 2,0.5, 5000,1.539963e+00,1.061712e+00,4.598677e+00,4.455538e+00,3.849431e+00,6.038413e+00,2.384523e-07
 2, 4, 2,0.5,10000,1.464849e+00,1.016740e+00,4.330721e+00,4.238212e+00,3.686379e+00,5.686567e+00,4.153777e-05
 2, 4, 2,0.5, 5000,2.142054e+00,1.472930e+00,6.195738e+00,6.197555e+00,5.340377e+00,8.135476e+00,8.577688e-08
 2, 4, 2,0.5,10000,1.820349e+00,1.244419e+00,5.265184e+00,5.266772e+00,4.511868e+00,6.913588e+00,2.793093e-03
 2, 4, 2,0.5, 5000,1.933644e+00,1.348191e+00,5.843332e+00,5.594568e+00,4.888114e+00,7.672740e+00,5.053295e-08
 2, 4, 2,0.5,10000,1.789045e+00,1.255850e+00,5.420650e+00,5.176202e+00,4.553314e+00,7.117726e+00,4.607426e-02
 2, 4, 2,0.5, 5000,2.032677e+00,1.403291e+00,5.810357e+00,5.881097e+00,5.087890e+00,7.629441e+00,9.679334e-04
 2, 4, 2,0.5,10000,1.910850e+00,1.315431e+00,5.438541e+00,5.528618e+00,4.769335e+00,7.141219e+00,6.574750e-03
 2, 4, 2,0.5, 5000,1.240070e+00,8.618223e-01,3.598017e+00,3.587864e+00,3.124695e+00,4.724471e+00,1.968443e-07
 2, 4, 2,0.5,10000,1.240717e+00,8.760613e-01,3.388126e+00,3.589736e+00,3.176321e+00,4.448868e+00,5.648363e-07
 2, 4, 2,0.5, 5000,1.494740e+00,1.056642e+00,4.022835e+00,4.324695e+00,3.831051e+00,5.282289e+00,4.563914e-03
 2, 4, 2,0.5,10000,1.449738e+00,1.030757e+00,3.810630e+00,4.194493e+00,3.737200e+00,5.003648e+00,4.393730e-11
 2, 4, 2,0.5, 5000,5.917429e-01,4.114545e-01,1.957824e+00,1.712076e+00,1.491804e+00,2.570772e+00,5.302307e-05
 2, 4, 2,0.5,10000,4.833518e-01,3.404208e-01,1.618184e+00,1.398470e+00,1.234258e+00,2.124799e+00,1.609787e-03
 2, 4, 3,0.3333333333333333, 5000,1.387450e-01,1.030404e-01,4.360422e-01,4.014276e-01,3.735918e-01,5.725566e-01,7.497566e-04
 2, 4, 3,0.3333333333333333,10000,1.292882e-01,9.659759e-02,3.993592e-01,3.740666e-01,3.502323e-01,5.243891e-01,4.854822e-05
 2, 4, 3,0.3333333333333333, 5000,1.825450e-01,1.315610e-01,5.758749e-01,5.281532e-01,4.769985e-01,7.561677e-01,1.001807e-04
 2, 4, 3,0.3333333333333333,10000,1.537418e-01,1.133460e-01,4.770045e-01,4.448176e-01,4.109566e-01,6.263433e-01,3.402566e-06
 2, 4, 3,0.3333333333333333, 5000,1.410516e-01,9.704039e-02,5.243856e-01,4.081012e-01,3.518377e-01,6.885582e-01,1.661769e-04
 2, 4, 3,0.3333333333333333,10000,1.327080e-01,9.243054e-02,4.565037e-01,3.839611e-01,3.351239e-01,5.994242e-01,4.000675e-04
 2, 4, 3,0.3333333333333333, 5000,1.413289e-01,1.043359e-01,4.461443e-01,4.089037e-01,3.782889e-01,5.858214e-01,2.024356e-04
 2, 4, 3,0.3333333333333333,10000,1.653266e-01,1.197857e-01,5.226452e-01,4.783355e-01,4.343051e-01,6.862729e-01,2.156431e-05
 2, 4, 3,0.3333333333333333, 5000,2.501606e-01,1.814195e-01,7.581767e-01,7.237838e-01,6.577695e-01,9.955437e-01,3.502399e-04
 2, 4, 3,0.3333333333333333,10000,2.240362e-01,1.650857e-01,6.574712e-01,6.481985e-01,5.985485e-01,8.633098e-01,3.675115e-03
 2, 4, 3,0.3333333333333333, 5000,1.760661e-01,1.300881e-01,5.429194e-01,5.094078e-01,4.716582e-01,7.128946e-01,3.765118e-04
 2, 4, 3,0.3333333333333333,10000,1.727308e-01,1.278543e-01,5.349640e-01,4.997579e-01,4.635593e-01,7.024485e-01,1.934211e-06
 2, 4, 3,0.3333333333333333, 5000,1.342919e-01,9.924432e-02,4.018637e-01,3.885437e-01,3.598285e-01,5.276776e-01,2.199445e-04
 2, 4, 3,0.3333333333333333,10000,1.341011e-01,9.859803e-02,4.305824e-01,3.879917e-01,3.574852e-01,5.653875e-01,3.996099e-07
 2, 4, 3,0.3333333333333333, 5000,1.451027e-01,1.042072e-01,4.551717e-01,4.198221e-01,3.778221e-01,5.976751e-01,1.219444e-04
 2, 4, 3,0.3333333333333333,10000,1.373374e-01,9.728667e-02,4.270716e-01,3.973550e-01,3.527306e-01,5.607775e-01,8.062932e-06
 2, 4, 3,0.3333333333333333, 5000,1.929147e-01,1.409818e-01,5.014860e-01,5.581556e-01,5.111552e-01,6.584894e-01,3.424949e-05
 2, 4, 3,0.3333333333333333,10000,1.536257e-01,1.137163e-01,3.971387e-01,4.444817e-01,4.122991e-01,5.214734e-01,3.526381e-04
 2, 4, 3,0.3333333333333333, 5000,2.265654e-01,1.671943e-01,5.696865e-01,6.555162e-01,6.061935e-01,7.480417e-01,1.093354e-03
 2, 4, 3,0.3333333333333333,10000,1.806968e-01,1.356961e-01,4.750708e-01,5.228057e-01,4.919910e-01,6.238042e-01,2.268516e-03
 2, 4, 4,0.25, 5000,1.900411e-02,1.384929e-02,5.516192e-02,5.498414e-02,5.021313e-02,7.243181e-02,5.984652e-05
 2, 4, 4,0.25,10000,1.459887e-02,1.047495e-02,4.599067e-02,4.223857e-02,3.797886e-02,6.038926e-02,9.073342e-06
 2, 4, 4,0.25, 5000,3.865366e-02,2.716487e-02,1.058630e-01,1.118357e-01,9.849120e-02,1.390061e-01,3.389710e-03
 2, 4, 4,0.25,10000,3.836561e-02,2.711513e-02,1.067663e-01,1.110023e-01,9.831089e-02,1.401923e-01,4.314738e-05
 2, 4, 4,0.25, 5000,3.592152e-02,2.787172e-02,8.356057e-02,1.039309e-01,1.010540e-01,1.097214e-01,5.271929e-05
 2, 4, 4,0.25,10000,4.196363e-02,3.301619e-02,9.679208e-02,1.214124e-01,1.197062e-01,1.270954e-01,5.930688e-05
 2, 4, 4,0.25, 5000,2.986498e-02,2.276115e-02,6.755916e-02,8.640765e-02,8.252473e-02,8.871033e-02,3.048489e-05
 2, 4, 4,0.25,10000,2.370030e-02,1.799767e-02,5.202973e-02,6.857152e-02,6.525386e-02,6.831900e-02,1.058950e-05
 2, 4, 4,0.25, 5000,1.583181e-02,1.188236e-02,4.055914e-02,4.580580e-02,4.308166e-02,5.325724e-02,4.138481e-05
 2, 4, 4,0.25,10000,1.849985e-02,1.389880e-02,4.149631e-02,5.352518e-02,5.039265e-02,5.448782e-02,1.994887e-03
 2, 4, 4,0.25, 5000,2.675898e-02,2.019108e-02,7.604904e-02,7.742113e-02,7.320647e-02,9.985818e-02,2.904856e-04
 2, 4, 4,0.25,10000,1.994534e-02,1.341179e-02,6.957511e-02,5.770737e-02,4.862689e-02,9.135742e-02,1.336539e-05
 2, 4, 4,0.25, 5000,1.865169e-02,1.398489e-02,5.102180e-02,5.396451e-02,5.070480e-02,6.699550e-02,1.601852e-05
 2, 4, 4,0.25,10000,1.699535e-02,1.256067e-02,4.652816e-02,4.917225e-02,4.554100e-02,6.109502e-02,2.563044e-05
 2, 4, 4,0.25, 5000,4.018405e-02,2.932191e-02,1.052296e-01,1.162636e-01,1.063120e-01,1.381745e-01,4.656868e-05
 2, 4, 4,0.25,10000,4.802859e-02,3.701876e-02,1.134442e-01,1.389600e-01,1.342183e-01,1.489609e-01,2.717068e-04
 2, 4, 4,0.25, 5000,4.820183e-02,3.515641e-02,1.253103e-01,1.394612e-01,1.274660e-01,1.645420e-01,1.119780e-04
 2, 4, 4,0.25,10000,4.584853e-02,3.349057e-02,1.193505e-01,1.326525e-01,1.214262e-01,1.567163e-01,1.477868e-05
 2, 4, 4,0.25, 5000,1.587401e-02,1.186339e-02,4.191838e-02,4.592788e-02,4.301290e-02,5.504202e-02,5.465270e-05
 2, 4, 4,0.25,10000,9.578675e-03,7.468512e-03,2.368907e-02,2.771375e-02,2.707846e-02,3.110555e-02,1.244877e-04
 2, 4, 5,0.2, 5000,1.740770e-02,1.278972e-02,5.720604e-02,5.036529e-02,4.637147e-02,7.511589e-02,1.618107e-04
 2, 4, 5,0.2,10000,1.984679e-02,1.464529e-02,6.219586e-02,5.742224e-02,5.309917e-02,8.166790e-02,3.459987e-04
 2, 4, 5,0.2, 5000,5.388688e-02,4.111165e-02,1.250063e-01,1.559096e-01,1.490578e-01,1.641429e-01,4.848617e-04
 2, 4, 5,0.2,10000,4.384447e-02,3.325701e-02,1.019634e-01,1.268542e-01,1.205794e-01,1.338857e-01,7.989926e-05
 2, 4, 5,0.2, 5000,4.039571e-02,3.048223e-02,1.007566e-01,1.168760e-01,1.105189e-01,1.323010e-01,2.157839e-04
 2, 4, 5,0.2,10000,3.767960e-02,2.817350e-02,9.160136e-02,1.090175e-01,1.021482e-01,1.202796e-01,7.034606e-05
 2, 4, 5,0.2, 5000,2.420408e-02,1.786459e-02,6.846739e-02,7.002910e-02,6.477136e-02,8.990290e-02,4.484130e-04
 2, 4, 5,0.2,10000,2.179501e-02,1.562718e-02,6.097561e-02,6.305900e-02,5.665922e-02,8.006562e-02,3.127837e-04
 2, 4, 5,0.2, 5000,8.078561e-02,5.615238e-02,2.353460e-01,2.337351e-01,2.035907e-01,3.090273e-01,2.148397e-04
 2, 4, 5,0.2,10000,5.446050e-02,3.315696e-02,2.023341e-01,1.575693e-01,1.202167e-01,2.656801e-01,1.144296e-04
 2, 4, 5,0.2, 5000,4.369628e-02,3.393569e-02,9.549894e-02,1.264254e-01,1.230401e-01,1.253974e-01,1.918713e-04
 2, 4, 5,0.2,10000,2.238640e-02,1.734714e-02,5.992345e-02,6.477003e-02,6.289523e-02,7.868406e-02,1.858828e-05
 2, 4, 5,0.2, 5000,5.209895e-02,3.976325e-02,1.194805e-01,1.507367e-01,1.441689e-01,1.568870e-01,1.836172e-04
 2, 4, 5,0.2,10000,3.935766e-02,3.049522e-02,9.128091e-02,1.138726e-01,1.105660e-01,1.198588e-01,5.408885e-04
